order_id,customer_id,product_id,quantity,order_date,name,age,country,gender,product_name,category,price,cost,month
565,176,70,1,2023-06-04,Customer_176,37,Egypt,Female,Product_70,Toys,87.93,339.69,6
566,196,38,6,2023-07-23,Customer_196,45,Saudi Arabia,Female,Product_38,Electronics,462.23,66.09,7
567,70,67,3,2024-06-17,Customer_70,26,Egypt,Female,Product_67,Toys,135.82,291.51,6
568,444,71,6,2024-12-22,Customer_444,25,Qatar,Male,Product_71,Beauty,407.7,91.28,12
569,230,5,7,2024-12-28,Customer_230,33,Egypt,Female,Product_5,Home,312.44,170.43,12
570,11,40,2,2023-03-18,Customer_11,35,Saudi Arabia,Female,Product_40,Toys,315.43,258.14,3
571,202,89,8,2023-04-18,Customer_202,46,UAE,Male,Product_89,Clothing,67.18,205.02,4
572,39,13,2,2023-02-22,Customer_39,44,Saudi Arabia,Male,Product_13,Clothing,337.8,197.23,2
573,92,73,2,2024-03-14,Customer_92,36,Egypt,Male,Product_73,Clothing,87.93,131.02,3
574,428,6,6,2023-04-16,Customer_428,52,Egypt,Female,Product_6,Electronics,164.89,345.75,4
575,409,98,5,2024-04-13,Customer_409,31,Egypt,Male,Product_98,Electronics,123.01,387.33,4
576,55,27,4,2024-01-22,Customer_55,22,Egypt,Male,Product_27,Home,339.0,342.47,1
577,280,15,7,2023-06-18,Customer_280,55,Qatar,Male,Product_15,Clothing,158.95,72.84,6
578,377,82,2,2024-09-22,Customer_377,44,Egypt,Female,Product_82,Beauty,39.93,307.25,9
579,274,45,1,2023-05-04,Customer_274,48,Qatar,Male,Product_45,Electronics,87.89,130.75,5
580,229,69,2,2023-07-01,Customer_229,33,Qatar,Male,Product_69,Toys,208.09,37.41,7
581,277,82,3,2023-06-13,Customer_277,35,Kuwait,Female,Product_82,Beauty,39.93,307.25,6
582,491,93,9,2024-01-18,Customer_491,38,UAE,Female,Product_93,Clothing,239.38,69.8,1
583,261,75,2,2024-06-02,Customer_261,47,Qatar,Female,Product_75,Electronics,145.63,13.16,6
584,213,88,3,2024-10-07,Customer_213,48,Kuwait,Female,Product_88,Beauty,224.58,271.82,10
585,480,38,2,2024-01-01,Customer_480,49,Saudi Arabia,Female,Product_38,Electronics,462.23,66.09,1
586,215,6,1,2024-03-21,Customer_215,19,Qatar,Male,Product_6,Electronics,164.89,345.75,3
587,285,8,7,2023-02-05,Customer_285,45,Egypt,Male,Product_8,Electronics,269.68,57.24,2
588,496,82,3,2024-09-11,Customer_496,26,Egypt,Female,Product_82,Beauty,39.93,307.25,9
589,468,6,9,2024-02-09,Customer_468,56,Egypt,Female,Product_6,Electronics,164.89,345.75,2
590,47,5,8,2023-06-01,Customer_47,22,UAE,Female,Product_5,Home,312.44,170.43,6
591,352,38,8,2023-10-14,Customer_352,32,Kuwait,Female,Product_38,Electronics,462.23,66.09,10
592,300,5,2,2024-07-06,Customer_300,29,Qatar,Male,Product_5,Home,312.44,170.43,7
593,10,82,7,2023-09-24,Customer_10,59,Kuwait,Male,Product_82,Beauty,39.93,307.25,9
594,201,3,2,2024-06-22,Customer_201,22,Qatar,Male,Product_3,Electronics,274.96,132.4,6
595,17,26,9,2023-11-03,Customer_17,45,Egypt,Female,Product_26,Beauty,51.73,366.32,11
596,341,23,7,2024-02-11,Customer_341,40,Kuwait,Male,Product_23,Electronics,407.77,359.88,2
597,138,93,4,2024-02-12,Customer_138,56,UAE,Female,Product_93,Clothing,239.38,69.8,2
598,432,72,7,2023-05-22,Customer_432,32,UAE,Male,Product_72,Electronics,319.3,367.08,5
599,307,25,7,2023-09-14,Customer_307,57,Qatar,Female,Product_25,Clothing,382.35,171.03,9
600,452,64,2,2023-08-13,Customer_452,42,Qatar,Female,Product_64,Electronics,294.5,211.05,8
601,319,51,4,2024-05-04,Customer_319,26,Kuwait,Female,Product_51,Beauty,221.69,269.12,5
602,473,25,7,2024-05-02,Customer_473,32,Qatar,Male,Product_25,Clothing,382.35,171.03,5
603,193,1,1,2023-02-18,Customer_193,25,Qatar,Male,Product_1,Toys,59.94,46.05,2
604,48,95,5,2023-11-07,Customer_48,25,UAE,Male,Product_95,Electronics,189.06,210.77,11
605,306,16,2,2024-05-19,Customer_306,37,Kuwait,Female,Product_16,Clothing,102.81,185.46,5
606,244,38,5,2023-01-06,Customer_244,51,Kuwait,Male,Product_38,Electronics,462.23,66.09,1
607,38,14,1,2023-01-31,Customer_38,33,Qatar,Female,Product_14,Clothing,36.07,150.08,1
608,81,30,2,2023-08-18,Customer_81,57,Saudi Arabia,Female,Product_30,Beauty,280.01,298.89,8
609,469,16,1,2024-10-06,Customer_469,58,Saudi Arabia,Male,Product_16,Clothing,102.81,185.46,10
610,48,16,3,2023-10-21,Customer_48,25,UAE,Male,Product_16,Clothing,102.81,185.46,10
611,14,39,4,2023-10-25,Customer_14,41,UAE,Female,Product_39,Beauty,10.57,155.0,10
612,486,64,5,2024-01-25,Customer_486,51,Egypt,Male,Product_64,Electronics,294.5,211.05,1
613,332,64,6,2024-03-22,Customer_332,55,Egypt,Male,Product_64,Electronics,294.5,211.05,3
614,137,43,3,2024-11-17,Customer_137,42,Kuwait,Female,Product_43,Home,381.34,72.85,11
615,443,52,2,2023-02-03,Customer_443,32,Saudi Arabia,Female,Product_52,Clothing,368.09,69.49,2
616,76,2,9,2023-03-10,Customer_76,33,Qatar,Female,Product_2,Electronics,385.43,21.99,3
617,406,50,6,2023-05-25,Customer_406,32,UAE,Female,Product_50,Toys,315.37,252.15,5
618,213,78,6,2023-05-17,Customer_213,48,Kuwait,Female,Product_78,Clothing,244.53,264.75,5
619,211,7,6,2023-03-30,Customer_211,57,Saudi Arabia,Male,Product_7,Electronics,266.85,117.02,3
620,212,13,7,2023-10-05,Customer_212,24,Qatar,Male,Product_13,Clothing,337.8,197.23,10
621,335,56,5,2023-03-18,Customer_335,23,Saudi Arabia,Female,Product_56,Clothing,169.13,5.44,3
622,227,42,6,2023-03-09,Customer_227,44,Qatar,Female,Product_42,Home,175.95,61.58,3
623,199,35,5,2024-02-29,Customer_199,29,Egypt,Male,Product_35,Electronics,299.51,285.89,2
624,127,96,4,2023-12-12,Customer_127,43,UAE,Female,Product_96,Beauty,278.58,4.37,12
625,22,70,8,2023-06-14,Customer_22,29,Qatar,Male,Product_70,Toys,87.93,339.69,6
626,403,89,7,2023-04-28,Customer_403,49,Saudi Arabia,Female,Product_89,Clothing,67.18,205.02,4
627,440,62,2,2024-01-15,Customer_440,44,Egypt,Female,Product_62,Electronics,382.64,145.93,1
628,125,81,1,2023-04-10,Customer_125,34,Saudi Arabia,Female,Product_81,Toys,273.89,275.85,4
629,463,10,9,2024-01-14,Customer_463,38,UAE,Female,Product_10,Clothing,414.83,68.27,1
630,85,46,5,2024-01-20,Customer_85,18,Kuwait,Female,Product_46,Home,260.38,211.66,1
631,190,93,8,2024-02-05,Customer_190,26,Egypt,Female,Product_93,Clothing,239.38,69.8,2
632,288,33,8,2024-04-11,Customer_288,39,Saudi Arabia,Female,Product_33,Home,95.43,258.84,4
633,428,83,2,2023-10-05,Customer_428,52,Egypt,Female,Product_83,Clothing,337.21,338.11,10
634,355,60,1,2023-10-15,Customer_355,24,Kuwait,Female,Product_60,Home,404.11,170.36,10
635,425,99,8,2023-06-15,Customer_425,45,Egypt,Male,Product_99,Electronics,409.52,180.13,6
636,405,87,4,2024-04-30,Customer_405,34,Egypt,Male,Product_87,Home,229.31,7.27,4
637,209,7,3,2024-03-13,Customer_209,29,Kuwait,Female,Product_7,Electronics,266.85,117.02,3
638,437,42,6,2024-10-07,Customer_437,22,UAE,Male,Product_42,Home,175.95,61.58,10
639,394,26,3,2024-07-02,Customer_394,40,UAE,Female,Product_26,Beauty,51.73,366.32,7
640,240,79,6,2024-03-06,Customer_240,35,Kuwait,Female,Product_79,Electronics,422.73,146.32,3
641,6,92,8,2023-10-13,Customer_6,35,UAE,Male,Product_92,Electronics,361.74,148.05,10
642,426,22,3,2023-03-22,Customer_426,40,Kuwait,Male,Product_22,Clothing,65.17,63.7,3
643,177,58,4,2023-03-06,Customer_177,57,Egypt,Female,Product_58,Electronics,451.24,265.03,3
644,204,4,9,2024-10-04,Customer_204,23,UAE,Female,Product_4,Beauty,238.96,44.13,10
645,14,3,8,2024-12-15,Customer_14,41,UAE,Female,Product_3,Electronics,274.96,132.4,12
646,88,53,4,2024-10-15,Customer_88,48,Saudi Arabia,Male,Product_53,Toys,146.9,154.85,10
647,247,52,3,2024-05-15,Customer_247,44,Qatar,Male,Product_52,Clothing,368.09,69.49,5
648,210,13,6,2024-05-18,Customer_210,22,Egypt,Female,Product_13,Clothing,337.8,197.23,5
649,241,84,8,2024-07-19,Customer_241,40,Saudi Arabia,Male,Product_84,Home,30.27,345.42,7
650,357,30,5,2023-01-17,Customer_357,32,Egypt,Male,Product_30,Beauty,280.01,298.89,1
651,259,52,9,2024-02-07,Customer_259,18,UAE,Female,Product_52,Clothing,368.09,69.49,2
652,356,1,4,2024-01-14,Customer_356,28,Egypt,Female,Product_1,Toys,59.94,46.05,1
653,199,66,1,2024-02-29,Customer_199,29,Egypt,Male,Product_66,Electronics,474.26,194.76,2
654,448,79,3,2023-05-03,Customer_448,56,UAE,Male,Product_79,Electronics,422.73,146.32,5
655,212,67,8,2024-08-07,Customer_212,24,Qatar,Male,Product_67,Toys,135.82,291.51,8
656,479,23,7,2023-12-19,Customer_479,49,Saudi Arabia,Female,Product_23,Electronics,407.77,359.88,12
657,303,74,9,2023-08-25,Customer_303,56,Saudi Arabia,Female,Product_74,Home,461.89,134.75,8
658,454,96,4,2024-06-26,Customer_454,40,Qatar,Female,Product_96,Beauty,278.58,4.37,6
659,10,91,4,2023-01-28,Customer_10,59,Kuwait,Male,Product_91,Toys,18.29,290.66,1
660,231,4,3,2023-01-18,Customer_231,30,Qatar,Male,Product_4,Beauty,238.96,44.13,1
661,94,42,6,2024-06-17,Customer_94,21,UAE,Female,Product_42,Home,175.95,61.58,6
662,127,38,8,2024-02-29,Customer_127,43,UAE,Female,Product_38,Electronics,462.23,66.09,2
663,175,82,6,2024-06-15,Customer_175,44,UAE,Male,Product_82,Beauty,39.93,307.25,6
664,444,69,5,2024-09-28,Customer_444,25,Qatar,Male,Product_69,Toys,208.09,37.41,9
665,480,23,9,2023-02-17,Customer_480,49,Saudi Arabia,Female,Product_23,Electronics,407.77,359.88,2
666,455,27,5,2023-01-25,Customer_455,39,Kuwait,Female,Product_27,Home,339.0,342.47,1
667,253,75,5,2023-09-14,Customer_253,19,Kuwait,Male,Product_75,Electronics,145.63,13.16,9
668,138,92,3,2023-07-12,Customer_138,56,UAE,Female,Product_92,Electronics,361.74,148.05,7
669,320,69,1,2023-02-28,Customer_320,20,Saudi Arabia,Female,Product_69,Toys,208.09,37.41,2
670,189,61,3,2024-05-30,Customer_189,51,Egypt,Male,Product_61,Beauty,81.52,131.11,5
671,52,10,6,2023-02-19,Customer_52,28,Saudi Arabia,Female,Product_10,Clothing,414.83,68.27,2
672,496,46,4,2024-07-08,Customer_496,26,Egypt,Female,Product_46,Home,260.38,211.66,7
673,347,80,1,2024-02-25,Customer_347,28,UAE,Male,Product_80,Toys,141.57,180.05,2
674,198,10,4,2024-05-13,Customer_198,41,Qatar,Male,Product_10,Clothing,414.83,68.27,5
675,71,54,7,2023-03-06,Customer_71,52,Egypt,Female,Product_54,Beauty,321.44,214.75,3
676,300,23,1,2024-07-21,Customer_300,29,Qatar,Male,Product_23,Electronics,407.77,359.88,7
677,212,92,4,2024-03-17,Customer_212,24,Qatar,Male,Product_92,Electronics,361.74,148.05,3
678,230,89,6,2024-09-17,Customer_230,33,Egypt,Female,Product_89,Clothing,67.18,205.02,9
679,13,23,7,2023-07-16,Customer_13,50,Kuwait,Female,Product_23,Electronics,407.77,359.88,7
680,83,93,3,2023-06-20,Customer_83,52,Qatar,Male,Product_93,Clothing,239.38,69.8,6
681,486,90,3,2024-06-24,Customer_486,51,Egypt,Male,Product_90,Clothing,148.06,368.48,6
682,261,37,3,2023-07-15,Customer_261,47,Qatar,Female,Product_37,Toys,141.81,156.89,7
683,296,73,6,2023-03-03,Customer_296,32,Qatar,Male,Product_73,Clothing,87.93,131.02,3
684,224,54,8,2024-10-17,Customer_224,26,Saudi Arabia,Female,Product_54,Beauty,321.44,214.75,10
685,427,98,6,2023-09-07,Customer_427,39,Egypt,Male,Product_98,Electronics,123.01,387.33,9
686,491,72,2,2024-03-26,Customer_491,38,UAE,Female,Product_72,Electronics,319.3,367.08,3
687,199,16,6,2023-11-10,Customer_199,29,Egypt,Male,Product_16,Clothing,102.81,185.46,11
688,432,34,4,2024-02-29,Customer_432,32,UAE,Male,Product_34,Clothing,118.56,369.36,2
689,252,51,1,2024-07-01,Customer_252,38,Saudi Arabia,Male,Product_51,Beauty,221.69,269.12,7
690,421,66,1,2024-10-26,Customer_421,43,Kuwait,Male,Product_66,Electronics,474.26,194.76,10
691,141,78,8,2024-11-06,Customer_141,47,Saudi Arabia,Male,Product_78,Clothing,244.53,264.75,11
692,309,79,5,2024-05-11,Customer_309,32,Qatar,Female,Product_79,Electronics,422.73,146.32,5
693,44,51,7,2024-01-29,Customer_44,47,Kuwait,Female,Product_51,Beauty,221.69,269.12,1
694,343,99,4,2024-09-23,Customer_343,35,Kuwait,Female,Product_99,Electronics,409.52,180.13,9
695,67,27,6,2024-03-10,Customer_67,47,Kuwait,Female,Product_27,Home,339.0,342.47,3
696,384,73,6,2023-11-29,Customer_384,19,UAE,Male,Product_73,Clothing,87.93,131.02,11
697,23,100,4,2023-09-30,Customer_23,25,Saudi Arabia,Female,Product_100,Home,423.31,166.36,9
698,401,62,1,2024-06-02,Customer_401,46,Egypt,Male,Product_62,Electronics,382.64,145.93,6
699,61,54,4,2024-09-03,Customer_61,22,UAE,Female,Product_54,Beauty,321.44,214.75,9
700,159,84,4,2024-02-19,Customer_159,27,Kuwait,Female,Product_84,Home,30.27,345.42,2
701,156,100,3,2023-11-23,Customer_156,18,Qatar,Female,Product_100,Home,423.31,166.36,11
702,111,83,1,2024-03-10,Customer_111,44,Egypt,Female,Product_83,Clothing,337.21,338.11,3
703,393,44,9,2023-07-09,Customer_393,59,Qatar,Male,Product_44,Toys,33.93,70.37,7
704,454,57,9,2023-06-18,Customer_454,40,Qatar,Female,Product_57,Toys,429.19,398.05,6
705,19,48,6,2024-10-15,Customer_19,24,Saudi Arabia,Male,Product_48,Clothing,365.44,155.7,10
706,47,54,7,2024-07-18,Customer_47,22,UAE,Female,Product_54,Beauty,321.44,214.75,7
707,322,84,2,2023-09-27,Customer_322,56,Saudi Arabia,Male,Product_84,Home,30.27,345.42,9
708,147,6,6,2023-12-13,Customer_147,50,Saudi Arabia,Female,Product_6,Electronics,164.89,345.75,12
709,164,7,5,2023-11-27,Customer_164,36,Kuwait,Female,Product_7,Electronics,266.85,117.02,11
710,296,80,7,2023-05-01,Customer_296,32,Qatar,Male,Product_80,Toys,141.57,180.05,5
711,271,69,5,2024-07-05,Customer_271,44,Qatar,Male,Product_69,Toys,208.09,37.41,7
712,397,78,3,2024-02-15,Customer_397,46,Saudi Arabia,Female,Product_78,Clothing,244.53,264.75,2
713,28,77,6,2023-06-23,Customer_28,45,Saudi Arabia,Male,Product_77,Home,357.39,36.75,6
714,430,80,6,2024-03-07,Customer_430,30,Kuwait,Female,Product_80,Toys,141.57,180.05,3
715,470,60,2,2024-04-05,Customer_470,51,Saudi Arabia,Female,Product_60,Home,404.11,170.36,4
716,490,31,8,2024-08-02,Customer_490,56,Egypt,Female,Product_31,Electronics,190.48,21.14,8
717,158,88,2,2023-10-28,Customer_158,54,Egypt,Male,Product_88,Beauty,224.58,271.82,10
718,363,89,2,2024-11-03,Customer_363,22,Qatar,Female,Product_89,Clothing,67.18,205.02,11
719,27,36,4,2023-11-13,Customer_27,42,Egypt,Female,Product_36,Home,339.29,91.02,11
720,464,63,1,2024-02-23,Customer_464,38,Kuwait,Female,Product_63,Clothing,311.95,65.4,2
721,139,16,4,2023-01-10,Customer_139,40,Kuwait,Female,Product_16,Clothing,102.81,185.46,1
722,305,54,7,2023-06-23,Customer_305,27,Qatar,Female,Product_54,Beauty,321.44,214.75,6
723,266,74,5,2023-12-07,Customer_266,49,Qatar,Female,Product_74,Home,461.89,134.75,12
724,445,75,1,2024-08-12,Customer_445,30,Qatar,Male,Product_75,Electronics,145.63,13.16,8
725,391,86,5,2024-02-06,Customer_391,39,Egypt,Female,Product_86,Beauty,70.2,126.0,2
726,109,36,1,2024-11-22,Customer_109,43,Qatar,Male,Product_36,Home,339.29,91.02,11
727,45,72,8,2024-06-06,Customer_45,27,Kuwait,Female,Product_72,Electronics,319.3,367.08,6
728,264,90,5,2024-03-12,Customer_264,33,Egypt,Female,Product_90,Clothing,148.06,368.48,3
729,64,32,9,2023-05-04,Customer_64,56,Qatar,Female,Product_32,Electronics,110.16,171.36,5
730,245,55,8,2023-04-23,Customer_245,47,UAE,Male,Product_55,Clothing,175.47,286.16,4
731,284,25,8,2024-02-29,Customer_284,37,Qatar,Male,Product_25,Clothing,382.35,171.03,2
732,282,75,6,2024-09-08,Customer_282,31,Kuwait,Male,Product_75,Electronics,145.63,13.16,9
733,132,24,2,2024-11-26,Customer_132,21,Egypt,Female,Product_24,Beauty,77.24,251.59,11
734,404,75,7,2024-06-16,Customer_404,21,Qatar,Male,Product_75,Electronics,145.63,13.16,6
735,65,67,3,2024-09-18,Customer_65,29,Kuwait,Female,Product_67,Toys,135.82,291.51,9
736,183,38,5,2024-08-26,Customer_183,26,Saudi Arabia,Female,Product_38,Electronics,462.23,66.09,8
737,191,44,3,2023-08-10,Customer_191,26,Kuwait,Female,Product_44,Toys,33.93,70.37,8
738,334,22,2,2024-09-23,Customer_334,55,UAE,Female,Product_22,Clothing,65.17,63.7,9
739,245,36,6,2023-04-22,Customer_245,47,UAE,Male,Product_36,Home,339.29,91.02,4
740,439,77,4,2023-12-15,Customer_439,29,Egypt,Male,Product_77,Home,357.39,36.75,12
741,116,100,2,2024-01-18,Customer_116,19,Qatar,Male,Product_100,Home,423.31,166.36,1
742,443,85,6,2024-05-14,Customer_443,32,Saudi Arabia,Female,Product_85,Beauty,414.85,139.99,5
743,351,15,7,2024-03-04,Customer_351,32,Egypt,Female,Product_15,Clothing,158.95,72.84,3
744,61,72,1,2023-01-11,Customer_61,22,UAE,Female,Product_72,Electronics,319.3,367.08,1
745,309,7,8,2024-09-04,Customer_309,32,Qatar,Female,Product_7,Electronics,266.85,117.02,9
746,486,38,6,2024-06-30,Customer_486,51,Egypt,Male,Product_38,Electronics,462.23,66.09,6
747,401,55,3,2024-08-16,Customer_401,46,Egypt,Male,Product_55,Clothing,175.47,286.16,8
748,352,45,7,2024-06-28,Customer_352,32,Kuwait,Female,Product_45,Electronics,87.89,130.75,6
749,175,15,7,2023-07-23,Customer_175,44,UAE,Male,Product_15,Clothing,158.95,72.84,7
750,488,11,7,2024-05-22,Customer_488,19,UAE,Female,Product_11,Home,45.51,287.13,5
751,404,36,1,2024-12-18,Customer_404,21,Qatar,Male,Product_36,Home,339.29,91.02,12
752,229,66,7,2024-10-08,Customer_229,33,Qatar,Male,Product_66,Electronics,474.26,194.76,10
753,287,94,7,2024-10-02,Customer_287,50,Egypt,Female,Product_94,Home,135.9,308.65,10
754,101,21,8,2024-03-22,Customer_101,47,Kuwait,Male,Product_21,Clothing,269.9,233.61,3
755,18,11,1,2024-11-06,Customer_18,38,Kuwait,Female,Product_11,Home,45.51,287.13,11
756,160,87,3,2024-06-24,Customer_160,59,Egypt,Female,Product_87,Home,229.31,7.27,6
757,344,54,8,2023-10-15,Customer_344,43,Saudi Arabia,Male,Product_54,Beauty,321.44,214.75,10
758,1,17,7,2023-04-12,Customer_1,28,Egypt,Female,Product_17,Home,45.2,77.51,4
759,492,12,7,2023-02-23,Customer_492,46,Saudi Arabia,Female,Product_12,Toys,159.53,7.14,2
760,154,100,4,2023-04-30,Customer_154,52,Kuwait,Male,Product_100,Home,423.31,166.36,4
761,257,32,8,2023-08-23,Customer_257,22,Qatar,Female,Product_32,Electronics,110.16,171.36,8
762,197,48,6,2023-10-16,Customer_197,42,Saudi Arabia,Male,Product_48,Clothing,365.44,155.7,10
763,6,12,6,2023-05-25,Customer_6,35,UAE,Male,Product_12,Toys,159.53,7.14,5
764,297,61,9,2023-03-04,Customer_297,55,Saudi Arabia,Male,Product_61,Beauty,81.52,131.11,3
765,303,80,4,2023-05-03,Customer_303,56,Saudi Arabia,Female,Product_80,Toys,141.57,180.05,5
766,373,3,3,2023-04-10,Customer_373,41,Saudi Arabia,Female,Product_3,Electronics,274.96,132.4,4
767,149,93,7,2023-05-03,Customer_149,31,Qatar,Male,Product_93,Clothing,239.38,69.8,5
768,202,8,2,2023-09-26,Customer_202,46,UAE,Male,Product_8,Electronics,269.68,57.24,9
769,482,69,7,2023-02-09,Customer_482,56,UAE,Female,Product_69,Toys,208.09,37.41,2
770,492,18,2,2023-12-21,Customer_492,46,Saudi Arabia,Female,Product_18,Electronics,118.35,312.1,12
771,215,7,9,2024-05-18,Customer_215,19,Qatar,Male,Product_7,Electronics,266.85,117.02,5
772,33,49,6,2023-05-15,Customer_33,43,Qatar,Female,Product_49,Beauty,107.42,54.44,5
773,53,33,6,2023-11-09,Customer_53,47,Saudi Arabia,Male,Product_33,Home,95.43,258.84,11
774,334,24,7,2023-02-16,Customer_334,55,UAE,Female,Product_24,Beauty,77.24,251.59,2
775,181,7,2,2024-03-15,Customer_181,52,Saudi Arabia,Female,Product_7,Electronics,266.85,117.02,3
776,1,98,6,2023-04-21,Customer_1,28,Egypt,Female,Product_98,Electronics,123.01,387.33,4
777,251,87,3,2024-06-30,Customer_251,49,Saudi Arabia,Female,Product_87,Home,229.31,7.27,6
778,485,25,2,2024-09-26,Customer_485,33,Egypt,Female,Product_25,Clothing,382.35,171.03,9
779,29,66,2,2023-02-07,Customer_29,19,Egypt,Male,Product_66,Electronics,474.26,194.76,2
780,223,99,3,2023-05-14,Customer_223,33,Egypt,Male,Product_99,Electronics,409.52,180.13,5
781,112,5,5,2023-11-30,Customer_112,39,Egypt,Female,Product_5,Home,312.44,170.43,11
782,486,3,8,2023-01-16,Customer_486,51,Egypt,Male,Product_3,Electronics,274.96,132.4,1
783,460,8,9,2024-12-12,Customer_460,36,Kuwait,Female,Product_8,Electronics,269.68,57.24,12
784,149,69,6,2023-01-03,Customer_149,31,Qatar,Male,Product_69,Toys,208.09,37.41,1
785,108,9,7,2024-03-09,Customer_108,20,UAE,Male,Product_9,Beauty,95.19,33.95,3
786,194,67,3,2024-07-01,Customer_194,18,Saudi Arabia,Female,Product_67,Toys,135.82,291.51,7
787,324,57,8,2024-11-27,Customer_324,53,Saudi Arabia,Male,Product_57,Toys,429.19,398.05,11
788,327,28,9,2024-09-22,Customer_327,57,Egypt,Female,Product_28,Home,107.76,58.66,9
789,494,3,5,2024-07-19,Customer_494,20,Kuwait,Male,Product_3,Electronics,274.96,132.4,7
790,107,82,3,2024-06-09,Customer_107,24,UAE,Female,Product_82,Beauty,39.93,307.25,6
791,246,2,6,2024-12-07,Customer_246,47,Egypt,Female,Product_2,Electronics,385.43,21.99,12
792,468,38,4,2024-02-03,Customer_468,56,Egypt,Female,Product_38,Electronics,462.23,66.09,2
793,51,12,4,2023-12-29,Customer_51,48,UAE,Male,Product_12,Toys,159.53,7.14,12
794,215,55,5,2024-11-11,Customer_215,19,Qatar,Male,Product_55,Clothing,175.47,286.16,11
795,207,81,3,2023-07-30,Customer_207,33,Egypt,Female,Product_81,Toys,273.89,275.85,7
796,485,84,3,2024-12-13,Customer_485,33,Egypt,Female,Product_84,Home,30.27,345.42,12
797,95,50,6,2024-03-18,Customer_95,30,Saudi Arabia,Female,Product_50,Toys,315.37,252.15,3
798,94,69,2,2024-02-26,Customer_94,21,UAE,Female,Product_69,Toys,208.09,37.41,2
799,219,44,7,2023-10-09,Customer_219,30,UAE,Female,Product_44,Toys,33.93,70.37,10
800,23,97,2,2024-12-05,Customer_23,25,Saudi Arabia,Female,Product_97,Beauty,70.74,176.02,12
801,497,74,6,2023-08-27,Customer_497,24,Kuwait,Female,Product_74,Home,461.89,134.75,8
802,124,26,4,2024-02-18,Customer_124,41,Saudi Arabia,Male,Product_26,Beauty,51.73,366.32,2
803,453,96,6,2023-03-18,Customer_453,51,UAE,Male,Product_96,Beauty,278.58,4.37,3
804,336,25,4,2024-09-19,Customer_336,30,Egypt,Female,Product_25,Clothing,382.35,171.03,9
805,2,59,8,2024-03-21,Customer_2,43,Saudi Arabia,Male,Product_59,Home,180.06,395.0,3
806,134,11,9,2023-04-11,Customer_134,40,Qatar,Female,Product_11,Home,45.51,287.13,4
807,407,15,7,2024-01-10,Customer_407,29,UAE,Female,Product_15,Clothing,158.95,72.84,1
808,403,13,4,2024-06-16,Customer_403,49,Saudi Arabia,Female,Product_13,Clothing,337.8,197.23,6
809,57,2,1,2024-07-09,Customer_57,25,UAE,Female,Product_2,Electronics,385.43,21.99,7
810,153,10,1,2024-10-03,Customer_153,49,UAE,Female,Product_10,Clothing,414.83,68.27,10
811,58,68,3,2023-09-17,Customer_58,49,Egypt,Male,Product_68,Beauty,67.01,392.23,9
812,405,94,8,2023-06-28,Customer_405,34,Egypt,Male,Product_94,Home,135.9,308.65,6
813,340,41,8,2024-07-09,Customer_340,36,UAE,Female,Product_41,Toys,147.85,55.66,7
814,9,51,1,2024-11-25,Customer_9,55,Saudi Arabia,Male,Product_51,Beauty,221.69,269.12,11
815,297,83,1,2023-07-12,Customer_297,55,Saudi Arabia,Male,Product_83,Clothing,337.21,338.11,7
816,300,41,9,2023-11-16,Customer_300,29,Qatar,Male,Product_41,Toys,147.85,55.66,11
817,31,49,7,2024-05-25,Customer_31,37,Saudi Arabia,Male,Product_49,Beauty,107.42,54.44,5
818,486,90,4,2023-05-08,Customer_486,51,Egypt,Male,Product_90,Clothing,148.06,368.48,5
819,129,54,5,2024-05-23,Customer_129,38,Saudi Arabia,Female,Product_54,Beauty,321.44,214.75,5
820,194,82,6,2024-11-11,Customer_194,18,Saudi Arabia,Female,Product_82,Beauty,39.93,307.25,11
821,100,20,4,2023-06-19,Customer_100,44,Egypt,Female,Product_20,Clothing,184.22,56.6,6
822,165,87,3,2024-06-12,Customer_165,20,Kuwait,Male,Product_87,Home,229.31,7.27,6
823,314,40,6,2023-05-27,Customer_314,24,Kuwait,Male,Product_40,Toys,315.43,258.14,5
824,241,34,3,2023-01-10,Customer_241,40,Saudi Arabia,Male,Product_34,Clothing,118.56,369.36,1
825,4,79,9,2023-12-27,Customer_4,46,Egypt,Male,Product_79,Electronics,422.73,146.32,12
826,493,35,7,2024-07-25,Customer_493,55,Egypt,Male,Product_35,Electronics,299.51,285.89,7
827,218,89,3,2023-10-31,Customer_218,53,Saudi Arabia,Female,Product_89,Clothing,67.18,205.02,10
828,388,86,9,2024-01-23,Customer_388,29,Egypt,Male,Product_86,Beauty,70.2,126.0,1
829,34,40,7,2024-04-02,Customer_34,36,Saudi Arabia,Female,Product_40,Toys,315.43,258.14,4
830,106,38,7,2023-07-27,Customer_106,28,UAE,Female,Product_38,Electronics,462.23,66.09,7
831,357,3,9,2023-07-26,Customer_357,32,Egypt,Male,Product_3,Electronics,274.96,132.4,7
832,433,51,5,2024-07-27,Customer_433,54,UAE,Male,Product_51,Beauty,221.69,269.12,7
833,39,25,9,2023-10-01,Customer_39,44,Saudi Arabia,Male,Product_25,Clothing,382.35,171.03,10
834,223,75,9,2024-06-10,Customer_223,33,Egypt,Male,Product_75,Electronics,145.63,13.16,6
835,33,31,2,2023-04-10,Customer_33,43,Qatar,Female,Product_31,Electronics,190.48,21.14,4
